DISTRICT_NAME,YEAR,CROP_TYPE,AREA,PRODUCTION,YIELD,AUTUMN_HUMIDITY,SPRING_HUMIDITY,SUMMER_HUMIDITY,WINTER_HUMIDITY,AUTUMN_RAINFALL,SPRING_RAINFALL,SUMMER_RAINFALL,WINTER_RAINFALL,AUTUMN_TEMPERATURE,SPRING_TEMPERATURE,SUMMER_TEMPERATURE,WINTER_TEMPERATURE,AUTUMN_WIND_SPEED,SPRING_WIND_SPEED,SUMMER_WIND_SPEED,WINTER_WIND_SPEED
SARLAHI,2001,PADDY,44215.0,123925.0,2803.0,10.88,6.75,18.05,3.73,54.03,70.1,681.65,2.14,21.47,27.3,27.79,15.68,1.89,3.02,2.7,2.22
SARLAHI,2002,PADDY,42831.0,106649.0,2490.0,9.1,8.14,16.72,4.66,35.71,128.97,449.36,33.98,22.22,26.77,28.29,16.17,1.9,2.98,2.8,2.25
SARLAHI,2003,PADDY,42831.0,114747.0,2679.0,9.34,6.38,17.54,4.95,58.74,24.31,558.48,63.14,21.43,26.96,28.0,15.28,2.02,2.84,2.84,2.21
SARLAHI,2004,PADDY,37821.0,97196.0,2570.0,9.92,8.18,18.34,5.34,72.71,223.02,911.91,26.02,20.4,27.03,26.6,15.66,1.78,2.66,2.71,2.0
SARLAHI,2005,PADDY,40974.0,95417.0,2329.0,10.74,7.1,17.68,5.6,125.8,71.93,860.46,56.94,20.52,26.88,27.66,15.86,1.77,2.73,2.67,2.34
SARLAHI,2006,PADDY,37156.0,84715.68,2280.0,11.16,8.29,18.26,5.31,27.43,149.07,1007.91,14.1,20.9,26.45,26.67,16.64,1.64,2.72,2.53,2.14
SARLAHI,2007,PADDY,38750.0,90000.0,2323.0,12.18,9.16,18.4,5.49,28.38,151.07,1139.41,70.71,20.56,26.1,26.88,14.61,1.64,2.56,2.56,2.1
SARLAHI,2008,PADDY,38750.0,96480.0,2490.0,12.46,8.02,18.98,5.99,21.77,167.34,1386.56,29.06,20.78,26.45,26.17,15.14,1.56,2.53,2.46,2.09
SARLAHI,2009,PADDY,38405.0,95355.0,2483.0,10.04,7.21,17.58,5.45,63.74,106.06,781.13,4.24,21.02,26.92,27.94,16.22,2.06,2.84,2.54,2.23
SARLAHI,2010,PADDY,39350.0,111360.0,2830.0,12.59,7.22,17.89,4.88,59.08,83.37,887.04,13.87,21.33,28.29,27.56,15.65,1.78,3.05,2.81,2.29
SARLAHI,2011,PADDY,39352.0,143635.0,3650.0,12.02,8.37,18.48,5.33,6.96,176.78,1026.71,13.74,20.84,26.13,26.66,14.91,1.57,2.8,2.64,2.24
SARLAHI,2012,PADDY,38400.0,92905.0,2419.0,9.98,6.39,17.37,5.2,25.74,43.88,967.15,18.81,18.74,27.29,27.76,14.62,2.38,3.05,2.38,2.65
SARLAHI,2013,PADDY,45500.0,112985.0,2483.0,12.28,7.57,18.17,5.69,185.42,151.49,985.39,46.5,20.26,26.14,26.9,14.44,1.9,2.92,2.1,2.72
SARLAHI,2014,PADDY,45500.0,127400.0,2800.0,11.49,7.36,18.52,5.98,60.32,147.28,1032.96,41.33,20.27,26.69,27.63,14.74,1.86,3.04,2.22,2.48
SARLAHI,2015,PADDY,42540.0,117500.0,2762.0,10.78,9.11,18.17,5.85,33.1,172.14,1000.5,12.44,21.82,26.19,27.72,16.06,1.76,2.77,2.43,2.36
SARLAHI,2016,PADDY,49650.0,145710.0,2935.0,11.76,7.47,18.8,5.27,52.93,130.37,900.74,12.19,21.28,28.31,27.46,16.73,1.73,3.28,2.41,2.23
SARLAHI,2017,PADDY,46998.0,143526.0,3054.0,12.05,8.84,18.86,5.5,38.94,196.42,853.77,7.06,22.22,26.71,27.58,17.23,1.83,2.74,2.67,2.23
SARLAHI,2018,PADDY,48769.0,173618.0,3560.0,9.43,8.93,18.45,4.55,0.32,5.55,22.6,0.1,21.76,26.41,27.98,15.83,1.92,2.85,2.74,2.24
SARLAHI,2019,PADDY,46468.0,168208.0,3620.0,12.68,8.01,18.53,5.66,0.64,3.78,30.83,2.49,20.92,26.79,28.01,15.62,1.79,2.91,2.82,2.31
SINDHULI,1981,PADDY,7960.0,16540.0,2078.0,9.12,8.14,17.09,4.88,22.35,222.89,913.04,31.63,18.51,23.04,24.82,13.63,1.88,2.53,2.3,2.08
SINDHULI,1982,PADDY,5530.0,10960.0,1982.0,8.27,6.99,16.11,4.54,14.89,110.01,629.8,84.16,19.04,23.36,25.66,13.67,1.93,2.71,2.31,2.14
SINDHULI,1983,PADDY,7870.0,15680.0,1992.0,8.6,5.69,15.58,3.14,50.92,56.57,461.28,6.81,19.81,23.55,26.47,13.32,1.84,2.97,2.44,2.24
SINDHULI,1984,PADDY,11770.0,21290.0,1809.0,8.58,5.85,16.88,3.43,14.17,65.72,832.34,28.19,18.72,25.04,24.36,13.45,1.88,2.97,2.26,2.33
SINDHULI,1985,PADDY,8100.0,15500.0,1914.0,10.9,5.37,16.16,4.3,99.77,39.59,839.17,20.78,17.79,25.26,25.28,13.68,1.65,2.98,2.29,2.16
SINDHULI,1986,PADDY,8040.0,14220.0,1769.0,7.6,5.83,15.74,4.52,48.41,69.42,669.91,43.95,18.77,23.7,25.04,13.8,1.84,2.87,2.4,2.27
SINDHULI,1987,PADDY,7810.0,15150.0,1940.0,10.18,5.25,16.02,4.19,81.04,48.24,827.69,8.67,18.27,24.08,25.6,14.62,1.64,2.81,2.24,2.13
SINDHULI,1988,PADDY,6300.0,12720.0,2019.0,8.73,6.85,17.0,4.35,14.26,149.68,746.94,29.55,19.81,24.13,25.08,14.84,1.9,2.68,2.2,2.15
SINDHULI,1990,PADDY,10820.0,28190.0,2605.0,8.85,6.15,16.74,3.98,26.42,31.24,772.25,21.54,19.68,24.0,25.38,14.9,1.86,2.72,2.34,2.07
SINDHULI,1991,PADDY,10930.0,32600.0,2983.0,7.19,4.88,16.2,3.65,2.22,30.9,467.81,23.81,19.32,25.23,25.76,14.66,1.93,2.89,2.48,2.26
SINDHULI,1992,PADDY,9710.0,21850.0,2250.0,8.12,4.82,14.85,3.52,46.88,32.74,430.96,10.65,19.82,24.87,26.14,13.54,1.94,3.4,2.5,2.11
SINDHULI,1993,PADDY,12171.0,26470.0,2175.0,7.85,6.24,15.74,3.35,9.72,114.33,475.35,9.34,20.04,23.33,25.9,14.69,1.96,2.88,2.43,2.19
SINDHULI,1994,PADDY,9162.0,19423.0,2120.0,6.94,5.25,15.9,3.48,7.88,34.44,430.62,20.87,19.84,24.97,26.45,14.49,2.09,2.92,2.53,2.41
SINDHULI,1995,PADDY,11510.0,25110.0,2182.0,8.2,4.82,16.82,3.54,47.13,16.94,618.15,33.39,19.98,25.24,25.4,13.83,1.98,3.2,2.33,2.35
SINDHULI,1996,PADDY,11550.0,25410.0,2200.0,8.24,5.38,16.38,3.8,30.1,33.54,576.43,41.75,19.42,25.26,25.3,14.04,2.02,3.06,2.18,2.32
SINDHULI,1997,PADDY,11550.0,25410.0,2200.0,7.49,5.24,15.89,3.4,13.74,54.85,514.79,28.4,19.54,23.63,25.7,13.17,2.06,2.9,2.36,2.29
SINDHULI,1998,PADDY,11600.0,25636.0,2210.0,10.44,6.78,16.5,3.63,37.08,60.25,562.71,6.93,20.96,23.91,25.92,14.13,1.82,2.88,2.45,2.24
SINDHULI,1999,PADDY,10300.0,26225.0,2546.0,8.46,5.22,16.02,3.62,57.66,52.81,406.13,3.11,19.92,25.32,25.78,15.59,1.94,2.93,2.5,2.25
SINDHULI,2000,PADDY,5936.0,14638.0,2466.0,9.0,6.42,17.0,3.2,3.89,78.0,673.11,2.5,20.03,24.32,24.89,13.9,1.9,2.72,2.33,2.26
SINDHULI,2001,PADDY,5964.0,14225.0,2385.0,9.84,6.42,16.84,3.37,40.72,59.03,581.12,1.22,19.69,24.59,25.7,14.24,1.84,2.87,2.35,2.14
SINDHULI,2002,PADDY,6400.0,16000.0,2500.0,8.34,7.68,15.69,4.18,29.42,119.52,394.22,32.29,20.18,24.11,26.0,14.57,1.88,2.71,2.37,2.13
SINDHULI,2003,PADDY,6400.0,16000.0,2500.0,8.41,6.12,16.41,4.44,51.34,24.12,472.49,63.0,19.77,24.2,25.79,13.7,1.94,2.69,2.39,2.12
SINDHULI,2004,PADDY,6540.0,16251.9,2485.0,9.39,7.89,17.25,4.99,80.44,254.82,895.7,23.28,18.13,24.33,24.4,13.86,1.68,2.48,2.23,1.94
SINDHULI,2005,PADDY,6565.0,14443.0,2200.0,9.91,6.9,16.66,5.15,123.38,83.39,835.58,57.75,18.58,23.98,25.4,14.14,1.61,2.59,2.3,2.18
SINDHULI,2006,PADDY,6065.0,11143.0,1837.0,10.4,7.93,17.16,4.96,28.21,157.2,951.58,16.62,18.74,23.66,24.53,15.14,1.66,2.53,2.12,2.06
SINDHULI,2007,PADDY,6065.0,11143.0,1837.0,11.26,8.72,17.33,5.06,27.05,155.11,1031.15,70.24,18.81,23.49,24.68,13.17,1.61,2.4,2.16,2.0
SINDHULI,2008,PADDY,6065.0,11143.0,1837.0,11.55,7.59,17.69,5.5,24.2,171.13,1209.73,25.36,18.93,23.81,24.14,13.59,1.54,2.48,2.1,2.04
SINDHULI,2009,PADDY,6265.0,13100.0,2091.0,9.2,6.95,16.58,4.97,61.67,115.54,731.0,3.58,19.24,24.21,25.6,14.79,1.92,2.63,2.22,2.1
SINDHULI,2010,PADDY,8265.0,19009.5,2300.0,11.74,6.93,16.89,4.44,52.12,85.7,885.44,13.02,19.3,25.61,25.22,14.21,1.64,2.82,2.36,2.16
SINDHULI,2011,PADDY,10265.0,19009.5,1852.0,11.33,8.01,17.32,4.97,8.14,180.95,978.35,14.0,18.76,23.36,24.5,13.33,1.54,2.6,2.21,2.1
SINDHULI,2012,PADDY,11265.0,34910.0,3099.0,9.07,6.21,16.46,4.76,24.44,51.71,936.5,17.27,17.25,24.49,25.52,13.21,2.28,2.91,2.15,2.46
SINDHULI,2013,PADDY,14200.0,46860.0,3300.0,11.42,7.29,17.16,5.21,178.95,161.47,988.69,46.54,18.58,23.63,24.71,13.1,1.74,2.83,1.88,2.56
SINDHULI,2014,PADDY,13000.0,41600.0,3200.0,10.74,7.15,17.5,5.58,53.96,157.6,1021.97,38.81,18.68,24.01,25.32,13.52,1.82,2.83,2.06,2.29
SINDHULI,2015,PADDY,13265.0,35900.0,2706.0,10.35,8.75,17.26,5.55,38.45,191.51,991.17,10.28,19.63,23.46,25.39,14.39,1.78,2.59,2.22,2.21
SINDHULI,2016,PADDY,14900.0,53068.0,3562.0,11.18,7.36,17.91,5.13,54.86,136.94,968.39,14.72,19.5,25.37,25.02,15.01,1.64,3.01,2.1,2.1
SINDHULI,2017,PADDY,14104.0,52273.0,3706.0,11.45,8.55,17.81,5.27,49.91,213.15,828.26,8.08,20.1,23.82,25.31,15.61,1.7,2.53,2.36,2.07
SINDHULI,2018,PADDY,14287.0,53576.0,3750.0,8.94,8.69,17.61,4.41,0.33,6.45,22.98,0.12,19.38,23.47,25.46,14.21,1.82,2.59,2.3,2.1
SINDHULI,2019,PADDY,13947.0,52728.0,3780.0,11.88,7.81,17.54,5.29,0.81,4.46,30.29,2.42,19.15,23.95,25.64,13.84,1.66,2.68,2.4,2.12
SINDHUPALCHOK,1981,PADDY,3900.0,7100.0,1821.0,5.94,5.94,12.48,3.06,18.96,187.07,688.12,25.59,7.92,10.53,15.22,2.65,1.81,2.51,2.32,1.98
SINDHUPALCHOK,1982,PADDY,4250.0,7720.0,1816.0,5.74,5.22,11.84,3.01,9.62,62.48,465.4,84.57,7.96,10.33,15.59,2.46,1.91,2.69,2.47,1.97
SINDHUPALCHOK,1983,PADDY,4400.0,7630.0,1734.0,5.72,4.53,11.57,2.16,41.41,62.8,321.12,5.19,8.69,10.36,16.14,1.89,1.94,2.88,2.53,2.12
SINDHUPALCHOK,1984,PADDY,4400.0,7600.0,1727.0,5.74,4.5,12.22,2.29,13.0,51.43,623.97,18.94,8.11,12.22,15.05,2.68,1.84,2.82,2.31,2.22
SINDHUPALCHOK,1985,PADDY,4300.0,6960.0,1619.0,7.09,4.18,11.85,2.86,61.26,32.68,547.37,23.75,7.93,12.18,15.44,2.8,1.73,2.88,2.45,2.08
SINDHUPALCHOK,1986,PADDY,4350.0,7100.0,1632.0,4.94,4.32,11.65,2.72,30.82,45.43,436.67,41.41,8.16,10.47,15.35,2.81,1.97,2.83,2.39,2.05
SINDHUPALCHOK,1987,PADDY,5100.0,10010.0,1963.0,6.14,4.04,11.7,2.71,80.14,32.63,532.28,8.37,8.4,10.91,15.85,3.97,1.78,2.79,2.43,2.04
SINDHUPALCHOK,1988,PADDY,5170.0,10610.0,2052.0,5.56,5.03,12.46,2.93,10.9,124.59,554.88,24.27,8.69,11.51,15.55,4.49,1.91,2.76,2.32,2.02
SINDHUPALCHOK,1990,PADDY,5230.0,11480.0,2195.0,5.85,4.8,12.37,2.77,19.49,28.17,566.64,17.22,8.76,10.82,15.81,4.3,1.85,2.82,2.39,2.04
SINDHUPALCHOK,1991,PADDY,6030.0,10950.0,1816.0,4.69,3.87,12.2,2.51,2.38,30.55,345.55,22.15,8.32,11.75,15.97,3.11,1.96,2.85,2.51,2.11
SINDHUPALCHOK,1992,PADDY,6000.0,8340.0,1390.0,5.73,3.82,11.18,2.49,43.95,20.95,340.45,9.04,8.54,11.7,15.68,2.45,1.95,3.02,2.55,2.12
SINDHUPALCHOK,1993,PADDY,5330.0,8019.0,1505.0,5.12,4.66,11.92,2.36,7.2,98.37,343.74,7.94,9.23,10.41,15.88,3.97,1.97,2.8,2.53,2.1
SINDHUPALCHOK,1994,PADDY,7413.0,14122.0,1905.0,4.67,4.15,11.95,2.35,3.09,25.6,303.93,15.89,8.26,11.67,16.48,3.19,2.06,2.86,2.54,2.22
SINDHUPALCHOK,1995,PADDY,6177.0,11120.0,1800.0,5.34,3.98,12.45,2.43,36.97,20.2,424.32,20.18,9.11,11.78,15.87,2.35,2.03,2.95,2.48,2.17
SINDHUPALCHOK,1996,PADDY,7300.0,14600.0,2000.0,5.59,4.35,12.18,2.45,21.17,37.19,415.84,34.65,8.86,11.86,15.48,3.15,1.94,2.86,2.42,2.11
SINDHUPALCHOK,1997,PADDY,7400.0,14652.0,1980.0,4.96,4.13,11.78,2.25,4.68,42.44,328.26,19.9,8.09,10.4,15.95,2.02,2.05,2.77,2.52,2.17
SINDHUPALCHOK,1998,PADDY,7500.0,15750.0,2100.0,6.74,5.05,12.35,2.31,24.0,51.32,421.4,3.41,10.48,11.41,16.35,3.64,1.9,2.78,2.51,2.13
SINDHUPALCHOK,1999,PADDY,8520.0,17230.0,2022.0,5.43,3.94,12.05,2.37,40.1,44.08,302.71,2.92,9.33,12.64,16.02,4.57,1.99,2.89,2.55,2.08
SINDHUPALCHOK,2000,PADDY,10129.0,22526.0,2224.0,6.18,4.85,12.53,2.15,4.28,58.18,493.47,1.95,9.3,11.45,15.46,2.81,1.94,2.77,2.46,2.16
SINDHUPALCHOK,2001,PADDY,10530.0,26450.0,2512.0,6.3,5.0,12.44,2.18,18.29,44.22,419.51,0.38,9.41,11.45,16.04,3.87,1.89,2.79,2.48,2.12
SINDHUPALCHOK,2002,PADDY,10662.0,24580.0,2305.0,5.35,5.56,11.75,2.63,19.08,74.91,294.63,27.13,9.02,11.53,16.02,3.56,1.99,2.72,2.56,2.08
SINDHUPALCHOK,2003,PADDY,10627.0,25690.0,2417.0,5.22,4.61,12.18,2.7,26.5,16.35,323.77,55.31,9.43,11.04,16.18,3.04,1.99,2.76,2.54,2.05
SINDHUPALCHOK,2004,PADDY,13627.0,32936.459,2417.0,6.28,5.88,12.76,3.18,75.63,227.24,725.95,17.18,7.29,11.85,15.09,3.28,1.72,2.56,2.32,2.0
SINDHUPALCHOK,2005,PADDY,13320.0,32287.0,2424.0,6.27,5.15,12.33,3.25,111.18,70.14,649.23,52.7,7.82,10.71,15.74,2.83,1.74,2.66,2.36,1.97
SINDHUPALCHOK,2006,PADDY,13155.0,32887.5,2500.0,6.76,5.91,12.7,3.27,24.85,137.69,701.76,18.63,8.15,11.01,15.33,5.14,1.81,2.58,2.28,2.04
SINDHUPALCHOK,2007,PADDY,13155.0,32887.5,2500.0,7.09,6.35,12.86,3.14,21.43,119.65,769.45,67.96,8.85,11.12,15.43,2.87,1.7,2.5,2.31,1.98
SINDHUPALCHOK,2008,PADDY,13920.0,36439.0,2618.0,7.28,5.54,12.9,3.39,23.17,129.98,863.49,13.98,9.01,10.96,15.02,3.23,1.72,2.63,2.24,2.12
SINDHUPALCHOK,2009,PADDY,13020.0,28800.0,2212.0,5.84,5.19,12.33,3.1,46.01,107.08,535.41,2.75,8.73,11.43,15.8,4.69,1.87,2.69,2.44,2.07
SINDHUPALCHOK,2010,PADDY,12924.0,27002.0,2089.0,7.67,5.25,12.54,2.76,35.76,57.91,756.72,10.01,9.17,12.75,15.74,3.61,1.73,2.8,2.55,2.05
SINDHUPALCHOK,2011,PADDY,12300.0,28290.0,2300.0,7.54,5.98,12.76,3.18,7.29,139.04,743.48,12.29,8.82,10.69,15.23,2.92,1.73,2.58,2.29,2.07
SINDHUPALCHOK,2012,PADDY,12220.0,26486.0,2167.0,5.68,4.78,12.25,3.04,27.38,40.96,760.22,14.94,7.26,11.2,15.9,2.42,1.85,2.85,2.37,2.24
SINDHUPALCHOK,2013,PADDY,12235.0,28446.0,2325.0,7.55,5.64,12.79,3.27,140.37,143.1,862.94,47.79,8.63,11.17,15.34,2.56,1.71,2.74,2.24,2.12
SINDHUPALCHOK,2014,PADDY,12200.0,28217.0,2313.0,7.05,5.63,12.99,3.6,52.88,143.95,913.4,39.23,8.5,10.86,15.63,3.18,1.72,2.64,2.41,2.03
SINDHUPALCHOK,2015,PADDY,8750.0,20125.0,2300.0,7.08,6.51,12.77,3.75,45.52,193.02,845.77,15.94,9.04,10.57,15.66,3.08,1.68,2.47,2.42,1.96
SINDHUPALCHOK,2016,PADDY,12300.0,28543.0,2321.0,7.42,5.81,13.33,3.54,63.73,122.78,873.64,12.55,9.41,12.07,15.5,4.41,1.71,2.72,2.31,1.94
SINDHUPALCHOK,2017,PADDY,11643.0,28115.0,2415.0,7.84,6.44,13.19,3.49,46.35,223.14,738.33,8.32,9.28,10.7,15.77,4.65,1.76,2.57,2.47,1.94
SINDHUPALCHOK,2018,PADDY,12547.0,36010.0,2870.0,6.2,6.59,13.3,3.11,0.18,7.29,22.25,0.19,8.02,10.78,15.63,3.66,1.92,2.52,2.36,2.02
SINDHUPALCHOK,2019,PADDY,11981.0,35547.0,2970.0,7.75,6.06,13.1,3.58,1.54,5.42,26.9,2.91,9.28,10.74,15.78,2.17,1.64,2.57,2.39,2.12
SIRAHA,1981,PADDY,67200.0,112220.0,1670.0,10.27,9.36,18.61,5.41,11.97,252.61,907.95,35.24,20.95,25.51,26.77,16.17,1.87,2.79,2.66,2.14
SIRAHA,1982,PADDY,58590.0,54300.0,927.0,9.11,8.07,17.7,4.97,32.75,166.77,623.44,63.85,21.69,25.77,27.52,16.04,1.94,2.81,2.74,2.25
SIRAHA,1983,PADDY,67200.0,114440.0,1703.0,9.74,6.6,17.38,3.47,47.11,85.67,619.43,9.69,22.18,26.08,28.21,15.68,1.92,3.26,2.8,2.38
SIRAHA,1984,PADDY,65310.0,102970.0,1577.0,9.64,7.06,18.32,3.92,17.71,117.39,776.07,37.54,21.17,27.23,26.22,15.37,1.88,3.15,2.74,2.35
SIRAHA,1985,PADDY,68570.0,113280.0,1652.0,11.88,6.58,17.72,4.61,104.28,76.09,789.13,28.46,20.18,27.64,27.1,16.07,1.86,3.14,2.7,2.25
SIRAHA,1986,PADDY,59930.0,71960.0,1201.0,9.5,6.63,17.07,5.1,69.72,100.21,732.46,27.17,20.66,26.43,27.02,16.1,1.78,3.1,2.96,2.34
SIRAHA,1987,PADDY,64590.0,128840.0,1995.0,11.79,6.36,17.71,4.92,41.14,90.64,949.62,8.22,20.48,26.53,27.48,16.85,1.62,2.86,2.71,2.15
SIRAHA,1988,PADDY,64330.0,118300.0,1839.0,9.77,7.81,18.32,4.8,10.78,123.92,755.93,28.83,22.56,26.62,27.13,17.16,1.94,2.89,2.68,2.18
SIRAHA,1990,PADDY,65780.0,135310.0,2057.0,9.68,7.27,17.9,4.33,41.79,54.72,606.9,13.54,22.35,26.4,27.65,17.23,1.98,2.83,2.88,2.16
SIRAHA,1991,PADDY,65780.0,164640.0,2503.0,8.88,5.71,17.56,4.08,1.64,26.98,602.29,17.06,21.07,27.96,27.52,17.06,1.72,3.09,3.03,2.34
SIRAHA,1992,PADDY,40450.0,78880.0,1950.0,8.8,5.77,16.14,3.84,24.42,60.29,457.7,11.32,22.71,27.22,28.18,15.88,1.98,3.71,2.93,2.19
SIRAHA,1993,PADDY,66180.0,155060.0,2343.0,9.19,7.2,16.7,3.74,10.8,100.67,441.29,12.89,22.44,26.07,28.26,16.97,2.0,3.12,3.1,2.29
SIRAHA,1994,PADDY,59562.0,109410.0,1837.0,7.48,6.1,16.78,3.83,15.75,42.74,340.06,22.66,22.77,27.61,28.82,16.74,2.12,3.06,3.19,2.4
SIRAHA,1995,PADDY,66667.0,127667.0,1915.0,9.38,5.61,17.81,3.88,81.9,35.55,542.8,32.98,22.6,27.87,27.72,16.24,2.03,3.39,3.0,2.4
SIRAHA,1996,PADDY,67060.0,140700.0,2098.0,8.81,6.17,17.21,4.21,20.67,33.4,461.77,28.57,22.18,27.97,27.75,16.34,2.09,3.28,2.66,2.38
SIRAHA,1997,PADDY,67060.0,154200.0,2299.0,8.67,6.08,16.98,3.74,13.0,69.2,485.69,30.46,22.06,26.31,27.94,15.64,2.06,3.1,2.89,2.43
SIRAHA,1998,PADDY,67100.0,150960.0,2250.0,11.88,8.11,17.88,4.13,66.27,84.3,478.34,5.42,23.15,26.24,27.92,16.35,1.96,3.18,2.98,2.33
SIRAHA,1999,PADDY,67700.0,166110.0,2454.0,10.18,6.57,17.26,4.31,64.28,73.94,403.41,9.18,22.14,27.72,27.76,17.78,2.0,3.07,3.11,2.19
SIRAHA,2000,PADDY,70110.0,168275.0,2400.0,9.77,7.82,17.84,3.61,6.03,95.42,500.58,5.0,22.88,26.52,27.37,16.14,2.03,2.94,2.98,2.37
SIRAHA,2001,PADDY,69235.0,159861.0,2309.0,11.3,7.21,17.93,3.78,76.39,51.53,492.19,1.52,22.06,27.26,27.92,16.27,1.83,3.05,2.98,2.17
SIRAHA,2002,PADDY,71800.0,193788.0,2699.0,9.82,9.02,17.23,4.84,25.53,145.96,422.22,22.27,22.37,26.36,27.8,16.82,1.97,2.96,2.86,2.18
SIRAHA,2003,PADDY,71300.0,203788.0,2858.0,10.36,7.55,17.87,5.17,94.31,56.51,527.18,54.22,21.44,26.68,27.71,15.78,1.92,2.84,2.88,2.11
SIRAHA,2004,PADDY,69337.0,201077.0,2900.0,10.64,8.85,18.48,5.72,53.8,168.37,887.36,16.57,20.6,27.01,26.48,16.04,1.69,2.72,2.77,1.97
SIRAHA,2005,PADDY,67972.0,189435.0,2787.0,11.04,8.22,18.03,5.67,76.02,137.2,815.61,29.41,20.97,26.61,27.52,16.45,1.72,2.72,2.72,2.27
SIRAHA,2006,PADDY,57400.0,117670.0,2050.0,11.6,8.49,18.19,5.55,25.14,112.89,910.08,6.33,21.02,26.65,26.81,17.04,1.62,2.81,2.7,2.0
SIRAHA,2007,PADDY,70750.0,156358.0,2210.0,12.42,9.47,18.48,5.58,32.89,191.53,901.67,37.83,21.23,26.24,26.74,15.14,1.57,2.56,2.63,1.98
SIRAHA,2008,PADDY,70750.0,164176.0,2321.0,12.26,8.68,18.78,6.04,40.66,132.45,907.05,31.72,21.58,26.57,26.36,15.79,1.6,2.51,2.61,2.08
SIRAHA,2009,PADDY,63000.0,107100.0,1700.0,10.56,7.75,17.8,5.46,104.4,125.28,684.88,2.31,21.21,26.88,27.76,16.76,1.94,2.83,2.68,2.08
SIRAHA,2010,PADDY,45570.0,95697.0,2100.0,12.98,8.03,18.49,5.02,49.33,138.91,906.33,7.39,21.5,27.97,26.82,16.07,1.65,2.99,2.71,2.12
SIRAHA,2011,PADDY,61000.0,175150.0,2871.0,12.46,9.02,18.66,5.64,22.9,182.84,1026.32,15.34,21.14,25.93,26.48,15.35,1.54,2.71,2.7,2.07
SIRAHA,2012,PADDY,31175.0,53814.0,1726.0,9.32,7.31,17.99,5.13,30.02,93.42,785.93,11.66,19.88,27.08,27.5,15.24,2.54,3.17,2.42,2.52
SIRAHA,2013,PADDY,38788.0,98303.0,2534.0,12.18,8.0,18.38,5.38,187.77,179.33,779.92,32.64,20.9,26.25,26.98,15.36,1.92,3.05,2.17,2.84
SIRAHA,2014,PADDY,36000.0,95300.0,2647.0,11.59,7.44,18.9,5.79,11.27,139.88,818.57,22.97,21.25,26.96,27.5,15.64,1.84,3.15,2.28,2.4
SIRAHA,2015,PADDY,33500.0,85000.0,2537.0,11.4,9.85,18.89,5.85,25.65,260.4,927.41,9.94,22.36,26.14,27.3,16.97,1.74,2.82,2.41,2.42
SIRAHA,2016,PADDY,51575.0,155512.0,3015.0,12.9,8.37,19.36,5.86,69.14,225.22,1068.72,14.73,21.56,28.0,26.92,17.16,1.54,3.36,2.43,2.2
SIRAHA,2017,PADDY,48820.0,153181.0,3138.0,12.84,9.93,19.18,6.12,56.41,237.82,875.62,2.42,22.15,26.33,27.24,17.59,1.81,2.75,2.71,2.07
SIRAHA,2018,PADDY,50197.0,172176.0,3430.0,10.26,9.86,18.92,5.1,0.77,6.61,24.68,0.23,21.68,25.92,27.5,16.21,1.82,2.74,2.64,2.15
SIRAHA,2019,PADDY,47707.0,167729.0,3520.0,13.15,9.04,19.05,5.86,0.32,5.95,33.78,1.5,21.11,26.33,27.56,16.2,1.68,2.9,2.8,2.21
SOLUKHUMBU,1981,PADDY,360.0,950.0,2639.0,2.48,3.1,7.24,1.26,9.93,93.95,478.67,9.94,-5.0,-3.56,4.52,-11.99,3.2,3.34,2.62,3.57
SOLUKHUMBU,1982,PADDY,420.0,1050.0,2500.0,2.5,2.91,6.62,1.34,11.28,28.02,197.31,49.16,-4.89,-4.64,4.62,-13.11,2.72,3.91,2.84,3.93
SOLUKHUMBU,1983,PADDY,420.0,960.0,2286.0,2.58,2.68,6.56,0.99,10.68,45.54,200.97,4.0,-4.46,-4.76,4.79,-13.0,2.88,4.54,2.96,4.49
SOLUKHUMBU,1984,PADDY,280.0,600.0,2143.0,2.66,2.74,6.76,1.1,5.8,29.47,420.1,10.56,-4.66,-2.56,4.46,-11.81,2.8,3.61,2.58,5.42
SOLUKHUMBU,1985,PADDY,420.0,580.0,1381.0,2.97,2.8,6.87,1.29,25.77,21.93,289.22,16.24,-4.51,-2.88,4.55,-11.57,3.14,4.09,2.84,4.13
SOLUKHUMBU,1986,PADDY,430.0,590.0,1372.0,2.37,2.49,6.64,1.15,20.81,26.16,278.19,19.6,-5.06,-4.8,4.46,-12.26,3.0,4.12,2.66,3.87
SOLUKHUMBU,1987,PADDY,570.0,830.0,1456.0,2.5,2.46,6.84,1.28,38.47,23.57,373.86,3.79,-4.31,-4.32,4.76,-10.87,2.78,3.79,2.69,3.4
SOLUKHUMBU,1988,PADDY,720.0,1080.0,1500.0,2.49,2.85,7.13,1.49,3.1,50.55,392.18,12.49,-4.6,-3.2,4.78,-9.68,2.49,3.97,2.68,3.84
SOLUKHUMBU,1990,PADDY,700.0,1050.0,1500.0,2.61,2.85,7.11,1.39,15.36,21.49,333.58,4.97,-4.45,-3.97,5.26,-9.93,2.88,3.99,2.72,3.9
SOLUKHUMBU,1991,PADDY,700.0,1060.0,1514.0,2.18,2.59,7.17,1.26,0.84,10.48,324.91,10.51,-5.14,-3.77,5.18,-11.89,2.97,4.18,2.62,4.02
