ID,DISTRICT,YEAR,autumn_humidity,spring_humidity,summer_humidity,winter_humidity,autumn_rainfall,spring_rainfall,summer_rainfall,winter_rainfall,autumn_temperature,spring_temperature,summer_temperature,winter_temperature,autumn_wind_speed,spring_wind_speed,summer_wind_speed,winter_wind_speed
915.0,Kalikot,1986.0,4.77,4.19,10.84,2.76,15.4,59.94,600.01,48.55,6.8,9.8,15.25,1.1,2.05,2.92,2.35,2.19
916.0,Kalikot,1987.0,3.73,4.33,9.95,2.46,32.46,72.74,261.86,33.8,8.33,10.1,16.71,2.53,2.2,2.8,2.62,2.18
917.0,Kalikot,1988.0,5.38,4.08,11.87,2.86,1.94,76.6,627.7,106.72,7.44,11.22,15.8,2.56,2.12,2.95,2.41,2.22
918.0,Kalikot,1989.0,3.99,3.53,11.28,2.34,5.72,30.66,335.41,44.36,7.49,10.65,15.98,0.9,2.27,3.03,2.53,2.36
919.0,Kalikot,1990.0,5.15,4.77,11.67,2.73,3.28,64.49,460.26,67.61,7.76,10.17,16.11,2.92,2.13,2.87,2.42,2.28
920.0,Kalikot,1991.0,3.97,3.72,11.07,2.62,2.53,65.77,274.36,40.35,7.22,10.83,16.42,1.77,2.18,2.98,2.57,2.3
921.0,Kalikot,1992.0,5.08,3.62,10.79,2.49,44.32,24.1,414.37,5.42,7.49,10.97,15.66,1.76,2.12,3.09,2.54,2.22
922.0,Kalikot,1993.0,3.5,4.01,11.1,2.22,0.09,60.87,251.84,18.06,8.48,9.92,16.23,2.89,2.25,2.92,2.59,2.34
923.0,Kalikot,1994.0,4.34,3.79,11.24,2.43,0.5,20.05,301.05,34.98,7.49,11.29,16.64,1.84,2.24,3.01,2.56,2.44
924.0,Kalikot,1995.0,4.74,3.86,11.12,2.52,20.72,13.42,305.26,45.08,8.23,11.06,16.49,0.91,2.23,2.96,2.64,2.32
925.0,Kalikot,1996.0,5.16,4.23,11.56,2.35,20.07,40.51,287.6,66.64,8.02,11.17,16.01,2.01,2.15,2.94,2.59,2.32
926.0,Kalikot,1997.0,4.51,3.91,10.94,2.21,8.39,36.81,220.7,62.28,6.99,9.9,16.42,0.48,2.19,2.89,2.6,2.37
927.0,Kalikot,1998.0,5.64,4.5,11.55,2.35,36.59,78.7,232.09,9.26,9.46,10.66,17.01,2.24,2.2,2.8,2.68,2.23
928.0,Kalikot,1999.0,4.18,3.1,11.02,2.2,23.35,27.4,205.9,18.01,8.42,12.15,16.57,3.07,2.27,3.05,2.63,2.3
929.0,Kalikot,2000.0,5.08,4.08,12.07,2.16,0.69,80.89,524.73,22.53,8.07,11.38,15.34,1.55,2.16,2.89,2.43,2.37
930.0,Kalikot,2001.0,4.71,4.4,11.9,2.12,19.53,43.69,455.47,1.24,8.57,10.88,15.92,2.64,2.14,2.81,2.42,2.32
931.0,Kalikot,2002.0,4.49,4.13,10.43,2.44,6.5,19.04,245.06,83.71,8.1,11.75,16.47,1.95,2.21,2.86,2.6,2.35
932.0,Kalikot,2003.0,4.76,3.93,11.53,2.63,27.61,8.68,428.61,48.43,7.91,10.83,16.28,1.63,2.09,2.94,2.47,2.26
933.0,Kalikot,2004.0,5.38,4.68,11.8,2.85,35.3,132.22,579.67,28.33,6.67,12.15,15.3,2.47,2.01,2.83,2.35,2.15
934.0,Kalikot,2005.0,5.64,4.91,11.64,3.06,37.46,99.79,770.12,74.21,6.71,10.17,15.8,0.89,1.97,2.74,2.35,2.21
935.0,Kalikot,2006.0,5.81,5.74,12.19,3.11,22.61,164.22,673.26,24.05,7.33,10.02,15.34,3.78,2.03,2.55,2.26,2.2
936.0,Kalikot,2007.0,6.07,6.11,12.4,2.9,6.24,203.38,866.31,115.36,7.49,9.76,15.48,1.36,1.91,2.48,2.28,2.14
937.0,Kalikot,2008.0,6.5,4.95,12.57,3.25,11.22,97.22,983.34,13.35,7.93,10.44,14.82,1.9,1.88,2.63,2.15,2.28
938.0,Kalikot,2009.0,5.83,4.87,11.3,3.17,125.84,56.17,613.65,19.22,7.04,10.97,16.04,3.0,2.01,2.78,2.45,2.14
939.0,Kalikot,2010.0,6.92,4.72,11.77,3.08,49.48,35.15,868.56,43.88,7.91,12.36,15.83,1.74,1.88,2.82,2.39,2.16
940.0,Kalikot,2011.0,6.83,5.68,12.43,3.23,1.55,86.34,1049.92,65.43,7.97,10.08,15.21,0.86,1.91,2.65,2.23,2.17
941.0,Kalikot,2012.0,6.34,4.78,11.78,3.35,6.48,48.28,712.72,61.93,6.74,10.12,16.12,0.38,2.01,2.77,2.52,2.31
942.0,Kalikot,2013.0,7.28,5.63,13.13,3.77,66.39,42.6,1046.16,176.63,8.02,10.54,15.31,0.54,1.93,2.68,2.41,2.24
943.0,Kalikot,2014.0,6.28,5.66,12.02,3.47,45.6,73.05,661.16,109.81,7.69,10.06,16.13,1.04,2.01,2.73,2.52,2.29
944.0,Kalikot,2015.0,5.96,6.39,12.0,3.58,25.02,227.89,565.41,89.65,8.64,9.47,15.7,1.53,2.02,2.41,2.42,2.32
945.0,Kalikot,2016.0,6.1,5.6,12.91,2.91,26.7,115.33,651.45,34.7,8.66,11.7,15.94,3.33,2.06,2.73,2.49,2.19
946.0,Kalikot,2017.0,6.73,5.59,12.7,3.3,5.63,155.62,707.5,27.39,8.39,10.78,15.98,3.35,2.03,2.74,2.52,2.28
947.0,Kalikot,2018.0,5.94,5.65,12.78,3.08,0.24,5.95,26.45,0.55,6.86,11.02,15.87,2.6,2.02,2.74,2.4,2.22
948.0,Kalikot,2019.0,6.85,5.68,12.5,3.52,0.87,3.34,22.87,7.36,8.31,9.62,15.98,-0.15,1.93,2.59,2.41,2.35
1430.0,Ramechhap,1981.0,7.41,7.06,14.53,3.88,15.48,203.67,770.67,25.15,12.54,15.78,19.25,7.57,1.87,2.57,2.35,2.08
1431.0,Ramechhap,1982.0,6.82,6.11,13.72,3.69,16.94,96.46,490.94,75.26,12.84,15.85,19.78,7.48,1.98,2.77,2.41,2.13
1432.0,Ramechhap,1983.0,7.09,5.12,13.5,2.57,38.03,65.25,425.68,6.96,13.49,15.94,20.32,6.83,1.89,3.02,2.5,2.28
1433.0,Ramechhap,1984.0,7.12,5.36,14.25,2.82,13.17,75.31,681.15,25.94,12.75,17.48,18.94,7.31,1.89,2.94,2.33,2.38
1434.0,Ramechhap,1985.0,8.72,4.98,13.81,3.49,78.01,47.31,635.12,23.04,12.26,17.61,19.5,7.63,1.77,2.96,2.38,2.2
1435.0,Ramechhap,1986.0,6.45,5.13,13.48,3.54,44.48,64.61,557.94,34.91,12.53,16.05,19.36,7.68,1.9,2.93,2.41,2.23
1436.0,Ramechhap,1987.0,8.12,4.77,13.7,3.47,63.55,52.53,691.93,7.27,12.87,16.38,19.83,8.65,1.74,2.84,2.34,2.12
1437.0,Ramechhap,1988.0,7.11,5.97,14.44,3.66,10.4,123.67,627.09,25.27,13.55,16.8,19.57,9.03,1.9,2.78,2.32,2.11
1438.0,Ramechhap,1989.0,6.31,4.75,13.95,2.87,11.7,68.15,458.4,34.0,13.27,16.87,19.63,7.07,2.01,3.06,2.43,2.47
1439.0,Ramechhap,1990.0,7.14,5.61,14.22,3.34,30.3,34.63,581.99,14.73,13.57,16.29,19.87,8.93,1.88,2.8,2.42,2.11
1440.0,Ramechhap,1991.0,6.03,4.49,13.96,3.06,1.66,25.95,443.82,19.46,12.83,17.43,19.93,8.13,1.94,2.94,2.49,2.23
1441.0,Ramechhap,1992.0,6.78,4.44,12.83,2.94,32.99,33.4,386.88,11.89,13.46,17.19,20.01,7.26,1.98,3.31,2.53,2.19
1442.0,Ramechhap,1993.0,6.52,5.53,13.55,2.87,8.34,102.87,374.44,9.59,13.9,15.91,20.09,8.63,2.02,2.91,2.54,2.22
1443.0,Ramechhap,1994.0,5.62,4.79,13.65,2.84,7.17,33.72,318.89,18.08,13.37,17.28,20.67,8.14,2.13,2.94,2.57,2.4
1444.0,Ramechhap,1995.0,6.69,4.47,14.31,2.9,52.29,25.21,476.01,26.73,13.85,17.48,19.89,7.38,2.03,3.15,2.47,2.35
1445.0,Ramechhap,1996.0,6.72,4.89,13.94,3.04,20.51,27.46,444.88,31.13,13.54,17.56,19.67,7.96,2.04,3.06,2.38,2.29
1446.0,Ramechhap,1997.0,6.19,4.75,13.55,2.76,8.16,53.72,398.62,25.11,13.02,15.96,19.99,6.88,2.09,2.89,2.49,2.32
1447.0,Ramechhap,1998.0,8.41,6.05,14.14,2.92,33.62,60.16,437.84,4.16,15.05,16.63,20.35,8.22,1.89,2.9,2.52,2.26
1448.0,Ramechhap,1999.0,6.92,4.76,13.77,3.0,43.38,52.64,337.84,4.83,13.99,17.95,20.08,9.45,1.99,2.95,2.56,2.2
1449.0,Ramechhap,2000.0,7.47,5.79,14.33,2.63,4.55,69.89,515.27,2.3,14.01,16.75,19.51,7.63,1.97,2.8,2.47,2.28
1450.0,Ramechhap,2001.0,7.97,5.72,14.28,2.74,38.79,46.81,451.34,0.94,13.84,17.01,20.14,8.36,1.89,2.87,2.45,2.22
1451.0,Ramechhap,2002.0,6.77,6.75,13.51,3.38,23.09,100.71,333.43,25.26,13.82,16.74,20.11,8.41,1.97,2.72,2.48,2.18
1452.0,Ramechhap,2003.0,6.86,5.54,14.08,3.5,49.88,26.49,404.24,53.56,13.78,16.57,20.11,7.79,1.99,2.78,2.46,2.12
1453.0,Ramechhap,2004.0,7.68,6.86,14.62,4.04,62.2,204.97,762.54,16.23,12.04,17.14,19.04,7.92,1.74,2.6,2.34,2.04
1454.0,Ramechhap,2005.0,7.84,6.14,14.19,4.06,84.16,94.59,691.93,42.47,12.7,16.31,19.82,7.91,1.72,2.7,2.38,2.18
1455.0,Ramechhap,2006.0,8.36,6.81,14.49,4.03,21.6,119.96,752.22,12.79,12.74,16.46,19.31,9.55,1.81,2.63,2.27,2.15
1456.0,Ramechhap,2007.0,8.93,7.41,14.75,4.0,21.64,137.97,818.67,50.91,13.28,16.52,19.36,7.48,1.69,2.53,2.3,2.08
1457.0,Ramechhap,2008.0,9.02,6.63,14.85,4.34,25.99,134.52,870.5,21.25,13.45,16.4,18.96,7.76,1.7,2.6,2.26,2.19
1458.0,Ramechhap,2009.0,7.29,6.07,14.1,3.91,58.77,108.22,558.79,2.44,13.31,16.85,19.99,9.11,1.96,2.7,2.42,2.18
1459.0,Ramechhap,2010.0,9.46,6.17,14.48,3.49,41.29,89.52,782.07,8.6,13.57,18.08,19.61,8.24,1.74,2.86,2.47,2.18
1460.0,Ramechhap,2011.0,9.27,6.99,14.69,4.06,11.15,146.05,829.58,13.08,13.15,16.02,19.12,7.41,1.68,2.62,2.29,2.15
1461.0,Ramechhap,2012.0,6.82,5.64,14.15,3.76,19.73,62.05,762.88,12.4,11.85,16.76,19.93,7.19,2.11,2.96,2.29,2.44
1462.0,Ramechhap,2013.0,9.12,6.35,14.58,3.96,156.93,147.89,809.61,40.6,13.01,16.52,19.41,7.41,1.8,2.88,2.12,2.41
1463.0,Ramechhap,2014.0,8.63,6.23,14.9,4.37,29.44,139.42,821.66,28.08,13.13,16.5,19.76,7.85,1.82,2.84,2.32,2.25
1464.0,Ramechhap,2015.0,8.58,7.53,14.79,4.5,33.03,195.49,855.62,9.34,13.71,16.12,19.71,8.2,1.75,2.63,2.37,2.16
1465.0,Ramechhap,2016.0,9.27,6.7,15.32,4.41,54.51,148.37,901.46,14.71,13.85,17.62,19.5,9.0,1.69,2.95,2.28,2.08
1466.0,Ramechhap,2017.0,9.42,7.51,15.16,4.44,50.82,196.58,753.64,6.36,13.92,16.27,19.75,9.33,1.76,2.64,2.45,2.04
1467.0,Ramechhap,2018.0,7.49,7.65,15.1,3.82,0.37,6.14,22.06,0.18,12.84,16.05,19.81,8.16,1.89,2.57,2.36,2.11
1468.0,Ramechhap,2019.0,9.54,6.9,14.97,4.34,0.61,4.7,27.26,1.88,13.65,16.36,19.94,7.45,1.72,2.71,2.42,2.14
546.0,Achham,1981.0,6.7,6.46,14.29,4.16,47.65,172.98,813.42,85.7,13.69,18.51,21.85,8.62,1.94,2.41,2.08,1.97
547.0,Achham,1982.0,6.78,6.84,13.28,3.94,9.57,106.22,581.46,120.73,14.27,17.6,22.34,8.82,1.99,2.57,2.2,1.98
548.0,Achham,1983.0,7.7,5.36,13.4,3.4,79.74,61.49,724.34,39.5,13.8,18.27,22.72,8.16,1.86,2.72,2.14,2.0
549.0,Achham,1984.0,5.86,5.25,14.58,3.34,15.04,36.91,610.93,68.82,14.44,20.18,21.68,8.44,2.08,2.74,2.06,2.09
550.0,Achham,1985.0,8.25,4.44,13.9,3.4,106.04,70.14,660.41,54.79,13.7,20.54,21.97,9.12,1.8,2.87,2.12,2.15
551.0,Achham,1986.0,6.1,4.95,13.3,3.67,17.07,59.9,713.12,55.4,14.07,18.67,21.74,9.09,2.0,2.72,2.07,2.01
552.0,Achham,1987.0,4.72,5.1,11.98,3.12,37.1,74.66,324.54,36.18,15.54,18.78,23.86,10.38,2.11,2.7,2.3,2.04
553.0,Achham,1988.0,7.17,4.8,14.72,3.68,2.15,87.09,806.28,118.81,14.74,20.04,22.06,10.35,1.97,2.79,2.06,2.01
554.0,Achham,1989.0,4.96,4.07,13.82,3.01,6.37,31.04,431.02,50.76,15.12,19.44,22.52,8.87,2.21,2.86,2.13,2.12
555.0,Achham,1990.0,6.82,5.78,14.43,3.5,3.85,70.68,601.58,80.96,15.02,18.7,22.32,10.52,1.98,2.66,2.1,2.11
556.0,Achham,1991.0,5.32,4.25,13.61,3.38,3.54,55.5,374.66,47.64,14.57,19.95,22.96,9.66,2.1,2.8,2.22,2.08
557.0,Achham,1992.0,6.52,4.18,13.22,3.24,46.49,25.72,528.5,6.4,14.64,19.67,22.26,9.42,2.02,2.89,2.2,2.08
558.0,Achham,1993.0,4.47,4.7,13.64,2.76,0.05,68.4,344.66,22.47,15.8,18.58,22.7,10.4,2.22,2.72,2.24,2.12
559.0,Achham,1994.0,5.74,4.39,13.87,3.16,0.52,21.4,403.4,44.09,15.02,20.13,23.0,9.81,2.16,2.85,2.22,2.2
560.0,Achham,1995.0,6.21,4.42,13.68,3.28,17.76,11.91,408.63,47.48,15.7,19.98,22.94,9.02,2.09,2.74,2.28,2.16
561.0,Achham,1996.0,6.8,4.96,14.26,3.14,24.36,39.71,413.12,78.63,15.06,20.02,22.25,9.77,2.0,2.76,2.22,2.14
562.0,Achham,1997.0,5.8,4.64,13.5,2.9,12.9,38.12,286.14,67.23,14.67,18.58,22.88,8.59,2.01,2.71,2.3,2.16
563.0,Achham,1998.0,7.64,5.39,14.16,3.19,52.3,84.06,323.11,10.77,16.66,19.08,23.25,9.78,2.01,2.64,2.34,2.04
564.0,Achham,1999.0,5.49,3.57,13.53,2.86,28.31,28.23,280.23,21.74,15.72,20.79,23.05,10.66,2.12,2.92,2.27,2.14
565.0,Achham,2000.0,6.62,4.81,14.96,2.79,0.52,97.57,661.72,25.05,15.18,20.01,21.42,9.34,2.0,2.75,2.06,2.14
566.0,Achham,2001.0,6.04,5.11,14.72,2.64,23.26,49.38,563.16,2.66,15.84,19.55,22.18,10.36,2.05,2.66,2.05,2.14
567.0,Achham,2002.0,6.01,4.8,12.64,3.26,7.02,23.83,324.64,99.99,15.65,20.49,23.36,9.8,2.12,2.72,2.26,2.13
568.0,Achham,2003.0,6.6,4.55,14.12,3.62,32.56,9.94,577.29,54.97,15.12,19.53,22.64,9.54,1.98,2.71,2.11,2.08
569.0,Achham,2004.0,7.06,5.54,14.6,3.86,39.38,141.95,701.02,32.07,13.9,20.75,21.56,9.98,1.88,2.7,2.02,1.99
570.0,Achham,2005.0,7.66,5.94,14.26,4.06,32.01,107.1,940.0,81.21,14.09,18.81,22.26,9.11,1.81,2.5,2.08,2.03
571.0,Achham,2006.0,7.65,6.98,15.04,3.93,24.25,169.53,805.24,23.72,14.8,18.6,21.55,11.47,1.93,2.36,1.94,2.04
572.0,Achham,2007.0,8.15,7.56,15.24,3.83,5.09,211.98,1051.14,120.59,14.47,18.57,21.7,9.32,1.76,2.38,2.01,2.03
573.0,Achham,2008.0,8.97,5.76,15.61,4.22,12.03,98.62,1185.81,13.82,14.9,19.26,20.79,9.53,1.68,2.54,1.86,1.93
574.0,Achham,2009.0,7.74,5.69,13.92,4.16,144.49,54.96,759.38,20.88,14.24,19.7,22.75,10.69,1.87,2.6,2.17,2.03
575.0,Achham,2010.0,9.45,5.37,14.38,4.15,50.3,39.11,1093.79,49.7,15.12,21.27,22.3,9.57,1.76,2.72,2.04,2.0
576.0,Achham,2011.0,9.26,6.8,15.3,4.34,1.6,92.78,1311.34,72.02,14.75,18.66,21.36,8.87,1.73,2.49,1.92,1.98
577.0,Achham,2012.0,8.54,5.52,14.32,4.44,5.53,46.86,863.68,69.55,14.15,18.98,22.68,8.62,1.82,2.57,2.2,2.02
578.0,Achham,2013.0,9.64,6.62,16.2,5.17,65.66,35.84,1299.15,187.44,15.08,19.77,21.22,8.85,1.72,2.54,2.09,1.96
579.0,Achham,2014.0,8.16,6.75,14.59,4.66,42.77,75.47,809.52,120.54,15.04,18.9,22.72,9.36,1.92,2.48,2.2,1.96
580.0,Achham,2015.0,7.63,7.88,14.77,4.66,22.81,233.14,701.47,91.68,16.02,18.26,22.18,9.8,1.98,2.3,2.16,2.03
581.0,Achham,2016.0,7.88,6.6,15.88,3.68,26.87,123.53,820.18,31.68,15.75,20.47,21.96,11.02,1.92,2.56,2.12,2.05
582.0,Achham,2017.0,8.75,6.56,15.59,4.26,4.86,152.7,874.79,30.38,15.57,19.78,22.22,11.18,1.87,2.44,2.16,2.03
583.0,Achham,2018.0,8.03,6.74,15.72,3.96,0.24,6.22,32.6,0.55,14.16,19.74,22.04,10.14,1.86,2.58,2.1,2.04
584.0,Achham,2019.0,9.07,6.83,15.34,4.7,0.82,3.0,27.72,7.68,15.37,18.6,22.42,8.2,1.74,2.46,2.13,1.97
429.0,Rolpa,1981.0,7.68,6.8,15.09,4.56,51.44,163.44,1117.71,84.69,15.21,20.22,22.89,10.4,2.0,2.73,2.5,2.15
430.0,Rolpa,1982.0,7.64,6.9,14.26,4.3,14.09,97.53,836.31,123.79,15.7,19.51,23.32,10.41,2.06,3.02,2.38,2.27
431.0,Rolpa,1983.0,8.84,5.45,14.05,3.62,107.04,61.42,785.31,36.72,15.56,20.14,23.99,9.85,1.92,3.22,2.55,2.22
432.0,Rolpa,1984.0,6.68,5.48,15.23,3.61,24.82,32.52,815.83,57.03,15.86,21.84,22.7,10.21,2.08,3.2,2.38,2.39
433.0,Rolpa,1985.0,9.17,4.62,14.39,3.86,127.1,61.03,768.6,52.15,15.08,22.15,23.25,10.78,1.88,3.44,2.54,2.36
434.0,Rolpa,1986.0,6.61,5.01,13.99,4.02,22.74,43.53,764.22,55.47,15.8,20.46,23.0,10.69,2.12,3.15,2.39,2.23
435.0,Rolpa,1987.0,6.2,5.17,13.16,3.52,74.44,63.08,525.1,36.82,16.53,20.63,24.65,11.87,2.06,3.22,2.43,2.19
436.0,Rolpa,1988.0,7.98,5.15,15.58,3.97,7.18,83.59,1120.4,91.98,16.34,21.76,23.07,12.08,2.0,3.11,2.42,2.17
437.0,Rolpa,1989.0,6.08,4.47,15.02,3.33,6.89,31.54,692.16,56.78,16.57,21.12,23.26,10.34,2.25,3.51,2.41,2.53
438.0,Rolpa,1990.0,7.86,5.78,15.24,3.85,8.04,58.5,919.74,69.15,16.42,20.66,23.15,12.0,1.96,3.08,2.33,2.4
439.0,Rolpa,1991.0,6.16,4.17,14.72,3.71,4.95,39.67,556.73,49.34,15.98,22.01,23.92,11.3,2.16,3.23,2.52,2.31
440.0,Rolpa,1992.0,7.53,4.37,13.97,3.53,62.39,23.53,707.8,5.64,16.13,21.44,23.28,10.77,2.09,3.76,2.51,2.34
441.0,Rolpa,1993.0,5.43,4.9,14.36,3.11,0.6,80.19,495.73,15.98,17.12,20.31,23.76,11.8,2.24,3.13,2.56,2.36
442.0,Rolpa,1994.0,6.08,4.46,14.66,3.37,2.62,17.69,558.78,40.22,16.47,21.89,23.98,11.4,2.26,3.31,2.5,2.51
443.0,Rolpa,1995.0,6.68,4.44,14.59,3.42,26.02,10.18,547.17,34.36,17.24,21.8,23.92,10.69,2.16,3.37,2.54,2.49
444.0,Rolpa,1996.0,7.16,5.02,14.81,3.36,45.62,38.23,484.24,79.95,16.57,21.79,23.41,11.27,2.15,3.29,2.46,2.46
445.0,Rolpa,1997.0,6.18,4.54,13.78,3.11,17.31,29.54,302.28,55.8,16.45,20.52,24.25,10.23,2.17,3.19,2.63,2.44
446.0,Rolpa,1998.0,8.44,5.56,15.07,3.38,50.44,67.52,545.87,11.48,18.15,20.9,24.13,11.22,2.0,3.03,2.58,2.27
447.0,Rolpa,1999.0,6.29,3.91,14.21,3.26,45.44,43.9,337.12,20.3,17.24,22.34,24.2,12.19,2.21,3.37,2.5,2.35
448.0,Rolpa,2000.0,7.44,4.98,15.51,2.95,2.12,78.15,835.78,19.15,16.69,21.74,22.74,10.95,2.09,3.1,2.43,2.42
449.0,Rolpa,2001.0,7.1,5.41,15.31,3.04,39.65,54.68,647.73,1.32,17.08,21.35,23.46,11.65,2.1,2.99,2.22,2.35
450.0,Rolpa,2002.0,6.58,5.21,13.48,3.59,10.18,28.15,366.85,77.07,17.31,22.06,24.58,11.48,2.27,2.98,2.58,2.32
451.0,Rolpa,2003.0,7.02,4.64,14.76,3.79,24.18,13.98,547.34,49.6,16.88,21.25,23.94,11.16,2.12,3.08,2.45,2.32
452.0,Rolpa,2004.0,7.71,5.79,15.47,4.14,43.95,127.7,908.37,36.65,15.48,22.33,22.58,11.4,1.94,3.17,2.4,2.18
453.0,Rolpa,2005.0,8.46,5.9,14.91,4.37,109.78,88.29,1057.68,67.12,15.63,20.68,23.39,11.03,1.86,2.91,2.51,2.26
454.0,Rolpa,2006.0,8.36,7.29,15.88,4.33,33.87,192.16,998.63,17.74,16.29,20.33,22.49,12.76,2.04,2.62,2.3,2.39
455.0,Rolpa,2007.0,9.24,7.9,15.8,4.21,20.48,188.76,1232.89,134.1,15.98,20.32,22.86,10.74,1.82,2.77,2.34,2.3
456.0,Rolpa,2008.0,9.9,6.0,16.38,4.6,22.09,114.82,1616.85,11.77,16.31,21.0,21.9,11.05,1.78,2.93,2.12,2.12
457.0,Rolpa,2009.0,8.39,6.1,14.83,4.46,139.58,97.32,906.49,17.84,15.81,21.29,23.63,12.15,2.06,2.89,2.36,2.33
458.0,Rolpa,2010.0,10.27,5.75,15.21,4.34,53.71,45.1,1142.22,36.95,16.57,22.83,23.46,11.16,1.88,3.21,2.43,2.18
459.0,Rolpa,2011.0,9.89,6.94,15.84,4.5,3.03,112.74,1395.7,50.51,16.1,20.55,22.51,10.59,1.88,2.89,2.4,2.21
460.0,Rolpa,2012.0,8.99,5.58,14.82,4.63,19.74,42.94,1191.22,72.26,15.15,20.83,23.58,10.22,1.97,3.14,2.48,2.39
461.0,Rolpa,2013.0,10.38,6.74,16.58,5.38,128.54,67.81,1510.41,143.81,16.26,21.14,22.17,10.39,1.86,3.07,2.26,2.25
462.0,Rolpa,2014.0,8.8,6.72,15.32,4.93,73.4,76.67,1173.62,90.88,16.16,20.77,23.58,10.8,2.17,3.02,2.47,2.25
463.0,Rolpa,2015.0,8.1,8.02,15.41,4.9,23.56,227.43,946.86,65.6,17.28,19.99,23.26,11.35,2.11,2.77,2.44,2.23
464.0,Rolpa,2016.0,8.91,6.57,16.57,4.07,63.69,153.43,1145.02,21.29,16.92,22.11,22.87,12.35,1.94,3.12,2.28,2.34
465.0,Rolpa,2017.0,9.56,6.89,16.25,4.61,9.22,160.34,1141.28,30.97,17.05,21.36,23.26,12.63,1.99,2.8,2.45,2.22
466.0,Rolpa,2018.0,8.46,7.19,16.44,4.23,0.03,7.24,44.11,0.47,15.77,21.21,23.01,11.46,2.08,2.84,2.39,2.31
467.0,Rolpa,2019.0,10.1,6.92,16.09,5.06,0.58,2.75,39.48,6.85,16.51,20.53,23.38,10.22,1.81,2.95,2.44,2.2
1313.0,Sindhupalchok,1981.0,5.94,5.94,12.48,3.06,18.96,187.07,688.12,25.59,7.92,10.53,15.22,2.65,1.81,2.51,2.32,1.98
1314.0,Sindhupalchok,1982.0,5.74,5.22,11.84,3.01,9.62,62.48,465.4,84.57,7.96,10.33,15.59,2.46,1.91,2.69,2.47,1.97
1315.0,Sindhupalchok,1983.0,5.72,4.53,11.57,2.16,41.41,62.8,321.12,5.19,8.69,10.36,16.14,1.89,1.94,2.88,2.53,2.12
1316.0,Sindhupalchok,1984.0,5.74,4.5,12.22,2.29,13.0,51.43,623.97,18.94,8.11,12.22,15.05,2.68,1.84,2.82,2.31,2.22
1317.0,Sindhupalchok,1985.0,7.09,4.18,11.85,2.86,61.26,32.68,547.37,23.75,7.93,12.18,15.44,2.8,1.73,2.88,2.45,2.08
1318.0,Sindhupalchok,1986.0,4.94,4.32,11.65,2.72,30.82,45.43,436.67,41.41,8.16,10.47,15.35,2.81,1.97,2.83,2.39,2.05
1319.0,Sindhupalchok,1987.0,6.14,4.04,11.7,2.71,80.14,32.63,532.28,8.37,8.4,10.91,15.85,3.97,1.78,2.79,2.43,2.04
1320.0,Sindhupalchok,1988.0,5.56,5.03,12.46,2.93,10.9,124.59,554.88,24.27,8.69,11.51,15.55,4.49,1.91,2.76,2.32,2.02
1321.0,Sindhupalchok,1989.0,5.04,4.11,12.12,2.37,10.23,64.0,369.94,32.17,8.5,11.44,15.66,2.28,2.03,2.88,2.52,2.28
1322.0,Sindhupalchok,1990.0,5.85,4.8,12.37,2.77,19.49,28.17,566.64,17.22,8.76,10.82,15.81,4.3,1.85,2.82,2.39,2.04
1323.0,Sindhupalchok,1991.0,4.69,3.87,12.2,2.51,2.38,30.55,345.55,22.15,8.32,11.75,15.97,3.11,1.96,2.85,2.51,2.11
1324.0,Sindhupalchok,1992.0,5.73,3.82,11.18,2.49,43.95,20.95,340.45,9.04,8.54,11.7,15.68,2.45,1.95,3.02,2.55,2.12
1325.0,Sindhupalchok,1993.0,5.12,4.66,11.92,2.36,7.2,98.37,343.74,7.94,9.23,10.41,15.88,3.97,1.97,2.8,2.53,2.1
1326.0,Sindhupalchok,1994.0,4.67,4.15,11.95,2.35,3.09,25.6,303.93,15.89,8.26,11.67,16.48,3.19,2.06,2.86,2.54,2.22
1327.0,Sindhupalchok,1995.0,5.34,3.98,12.45,2.43,36.97,20.2,424.32,20.18,9.11,11.78,15.87,2.35,2.03,2.95,2.48,2.17
1328.0,Sindhupalchok,1996.0,5.59,4.35,12.18,2.45,21.17,37.19,415.84,34.65,8.86,11.86,15.48,3.15,1.94,2.86,2.42,2.11
1329.0,Sindhupalchok,1997.0,4.96,4.13,11.78,2.25,4.68,42.44,328.26,19.9,8.09,10.4,15.95,2.02,2.05,2.77,2.52,2.17
1330.0,Sindhupalchok,1998.0,6.74,5.05,12.35,2.31,24.0,51.32,421.4,3.41,10.48,11.41,16.35,3.64,1.9,2.78,2.51,2.13
1331.0,Sindhupalchok,1999.0,5.43,3.94,12.05,2.37,40.1,44.08,302.71,2.92,9.33,12.64,16.02,4.57,1.99,2.89,2.55,2.08
1332.0,Sindhupalchok,2000.0,6.18,4.85,12.53,2.15,4.28,58.18,493.47,1.95,9.3,11.45,15.46,2.81,1.94,2.77,2.46,2.16
1333.0,Sindhupalchok,2001.0,6.3,5.0,12.44,2.18,18.29,44.22,419.51,0.38,9.41,11.45,16.04,3.87,1.89,2.79,2.48,2.12
1334.0,Sindhupalchok,2002.0,5.35,5.56,11.75,2.63,19.08,74.91,294.63,27.13,9.02,11.53,16.02,3.56,1.99,2.72,2.56,2.08
